 27-04-2024 22:27:58, GPU temperature     ,GPU usage           ,Memory usage        ,Power percent       ,Power               ,Fan speed           ,Fan tachometer      ,CPU temperature     ,CPU usage           ,CPU power           ,Framerate           ,TOutside ( C),Texhaust ( C),Tinternal ( C)
 27-04-2024 22:30:12,58,83,5717.316,58,102.665,100,2446,100,81.099,15.239,60,20.8,23.9,26
 27-04-2024 22:30:13,58,84,5717.316,64,110.285,100,2430,99,80.073,15.828,59.9,20.8,23.9,26
 27-04-2024 22:30:14,58,83,5730.129,60,78.724,100,2426,100,77.862,16.521,59.8,20.8,23.9,26
 27-04-2024 22:30:15,59,96,5730.129,67,103.882,100,2446,100,84.011,17.022,59.9,20.8,23.9,26
 27-04-2024 22:30:16,59,94,5711.566,72,108.415,100,2443,100,100,17.363,58.9,20.8,23.9,26
 27-04-2024 22:30:17,59,99,5766.691,72,112.101,100,2440,99,100,16.667,54.9,20.8,23.9,26
 27-04-2024 22:30:18,59,90,5766.691,70,114.94,100,2446,100,100,16.431,54.1,20.8,23.9,26
 27-04-2024 22:30:19,59,91,5766.691,68,116.698,100,2430,100,100,16.745,50.9,20.8,23.9,26
 27-04-2024 22:30:20,60,90,5766.691,71,111.93,100,2443,100,99.023,16.643,53.1,20.8,23.9,26
 27-04-2024 22:30:21,60,100,5766.691,74,113.429,100,2446,100,95.438,16.088,55.9,20.8,23.9,26
 27-04-2024 22:30:22,59,94,5766.691,72,110.315,100,2430,100,92.392,16.066,59,20.8,23.9,26
 27-04-2024 22:30:23,59,95,5776.473,66,104.052,100,2433,100,91.677,16.074,59,20.8,23.9,26
 27-04-2024 22:30:24,59,92,5776.473,67,100.708,100,2443,100,81.905,16.281,59.9,20.8,23.9,26
 27-04-2024 22:30:25,58,85,5762.598,58,106.72,100,2446,100,83.4,15.992,59,20.8,23.9,26
 27-04-2024 22:30:26,58,88,5766.473,64,97.165,100,2427,100,91.836,16.66,58.9,20.8,23.9,26
 27-04-2024 22:30:27,58,89,5782.066,68,110.899,100,2440,100,95.822,16.856,55.6,20.8,23.9,26
 27-04-2024 22:30:28,59,94,5782.223,76,100.487,100,2440,100,88.968,16.802,49.2,20.8,23.9,26
 27-04-2024 22:30:29,59,95,5763.012,76,109.249,100,2430,100,91.065,16.758,43.2,20.8,23.9,26
 27-04-2024 22:30:30,59,98,5781.199,71,106.988,100,2423,100,94.362,17.33,41.3,20.8,23.9,26
 27-04-2024 22:30:31,58,100,5782.52,39,69.68,100,2440,100,100,18.106,42.3,20.8,23.9,26
 27-04-2024 22:30:32,58,70,5798.215,73,106.905,100,2440,100,100,17.448,37.9,20.8,23.9,26
 27-04-2024 22:30:33,59,100,5788.84,71,110.096,100,2420,100,100,16.85,43.2,20.8,23.9,26
 27-04-2024 22:30:34,59,100,5788.934,71,105.889,100,2423,100,99.986,17.334,44.9,20.8,23.9,26
 27-04-2024 22:30:35,58,78,5796.934,68,87.948,100,2440,100,100,17.156,39.6,20.8,23.9,26
 27-04-2024 22:30:36,56,50,5778.609,66,75.516,100,2440,100,100,17.016,34.4,20.8,23.9,26
 27-04-2024 22:30:37,57,78,5757.859,57,101.615,100,2427,100,100,16.568,38.9,20.8,23.9,26
 27-04-2024 22:30:38,58,98,5758.344,70,112.932,100,2427,100,100,16.941,47.9,20.8,23.9,26
 27-04-2024 22:30:39,58,82,5757.672,69,111.939,100,2440,100,100,17.101,42.3,20.8,23.9,26
 27-04-2024 22:30:40,59,100,5785.031,76,112.675,100,2437,100,95.791,16.847,38.7,20.8,23.9,26
 27-04-2024 22:30:41,58,98,5775.109,66,81.217,100,2424,100,96.964,16.428,46.2,20.8,23.9,26
 27-04-2024 22:30:42,58,89,5784.625,66,91.211,100,2424,100,93.367,15.524,49.1,20.8,23.9,26
 27-04-2024 22:30:43,58,98,5761.695,70,112.246,100,2440,100,87.73,16.025,49.8,20.8,23.9,26
 27-04-2024 22:30:44,59,98,5742.133,72,107.89,100,2433,100,84.621,16.38,46.2,20.8,23.9,26
 27-04-2024 22:30:45,59,100,5742.133,73,113.163,100,2417,100,99.865,16.492,46.9,20.8,23.9,26
 27-04-2024 22:30:46,59,97,5742.133,72,113.001,100,2420,100,88.035,17.228,49.1,20.8,23.9,26
 27-04-2024 22:30:47,58,94,5742.133,69,106.686,100,2434,100,92.149,16.908,50.4,20.8,23.9,26
 27-04-2024 22:30:48,55,55,5786.914,39,61.671,100,2424,100,93.591,16.873,49.7,20.8,23.9,26
 27-04-2024 22:30:49,54,58,5791.148,42,81.471,100,2424,100,99.732,17.172,57.5,20.8,23.9,26
 27-04-2024 22:30:50,54,56,5819.523,43,90.155,100,2437,100,74.898,16.761,59,20.8,23.9,26
 27-04-2024 22:30:51,53,41,5872.59,44,76.554,100,2440,100,96.023,17.544,33.9,20.8,23.9,26
 27-04-2024 22:30:52,55,75,5847.988,56,95.768,100,2437,100,100,16.979,36.4,20.8,23.9,26
 27-04-2024 22:30:53,55,75,5697.238,56,83.298,100,2424,100,100,17.469,39.9,20.8,23.9,26
 27-04-2024 22:30:54,55,74,5795.676,46,76.742,100,2434,100,100,17.146,41.5,20.8,23.9,26
 27-04-2024 22:30:55,57,90,5845.301,62,91.229,100,2430,100,100,16.075,44.5,20.8,23.9,26
 27-04-2024 22:30:56,57,85,5845.395,63,97.25,100,2417,99,100,15.344,49.3,20.8,23.9,26
 27-04-2024 22:30:57,56,64,5852.332,52,73.295,100,2417,100,100,15.774,48.4,20.8,23.9,26
 27-04-2024 22:30:58,56,81,5847.691,62,78.604,100,2411,100,100,16.15,46.2,20.8,23.9,26
 27-04-2024 22:30:59,57,88,5842.332,67,91.703,100,2420,100,100,16.519,46.7,20.8,23.9,26
 27-04-2024 22:31:00,56,85,5841.348,68,103,100,2440,100,99.876,16.889,41.2,20.8,24.3,26.6
 27-04-2024 22:31:01,57,92,5820.535,70,105.863,100,2427,100,94.525,17.159,41.4,20.8,24.3,26.6
 27-04-2024 22:31:02,58,92,5831.098,70,101.877,100,2427,100,92.37,17.628,43.7,20.8,24.3,26.6
 27-04-2024 22:31:03,57,85,5831.098,58,76.794,100,2440,100,93.868,16.813,43.9,20.8,24.3,26.6
 27-04-2024 22:31:04,57,100,5848.285,70,108.49,100,2437,100,87.515,16.873,41.3,20.8,24.3,26.6
 27-04-2024 22:31:05,56,76,5838.91,43,98.958,100,2424,100,100,16.466,43.8,20.8,24.3,26.6
 27-04-2024 22:31:06,56,88,5852.879,50,101.629,100,2421,100,100,16.577,37.9,20.8,24.3,26.6
 27-04-2024 22:31:07,56,78,5838.129,50,79.237,100,2434,100,100,16.229,36.3,20.8,24.3,26.6
 27-04-2024 22:31:08,56,96,5832.566,52,67.505,100,2440,100,98.518,16.672,37.6,20.8,24.3,26.6
 27-04-2024 22:31:09,56,70,5837.598,60,92.189,100,2424,100,96.193,16.419,41,20.8,24.3,26.6
 27-04-2024 22:31:10,57,99,5853.305,72,107.738,100,2417,100,83.702,16.309,42.8,20.8,24.3,26.6
 27-04-2024 22:31:11,58,95,5839.383,68,102.634,100,2417,100,97.344,16.677,38.1,20.8,24.3,26.6
 27-04-2024 22:31:12,56,84,5855.195,66,99.825,100,2430,100,100,17.072,36.4,20.8,24.3,26.6
 27-04-2024 22:31:13,56,84,5855.195,65,105.268,100,2430,100,100,16.8,34.7,20.8,24.3,26.6
 27-04-2024 22:31:14,57,100,5838.633,67,107.44,100,2420,100,100,16.048,37.6,20.8,24.3,26.6
 27-04-2024 22:31:15,56,64,5873.207,55,101.044,100,2434,100,100,17.145,37.9,20.8,24.3,26.6
 27-04-2024 22:31:16,56,84,5862.395,57,85.502,100,2434,100,100,16.964,39.3,20.8,24.3,26.6
 27-04-2024 22:31:17,56,81,5872.016,58,97.081,100,2434,100,100,16.687,39.5,20.8,24.3,26.6
 27-04-2024 22:31:18,56,83,5872.172,58,83.967,100,2421,100,100,16.843,36.7,20.8,24.3,26.6
 27-04-2024 22:31:19,57,98,5876.172,68,101.392,100,2424,100,100,16.955,40.1,20.8,24.3,26.6
 27-04-2024 22:31:20,56,92,5863.66,56,102.618,100,2431,100,100,16.906,43.9,20.8,24.3,26.6
 27-04-2024 22:31:21,56,89,5857.16,60,100.348,100,2434,100,100,15.773,40.3,20.8,24.3,26.6
 27-04-2024 22:31:22,55,79,5853.316,45,99.195,100,2421,100,100,16.163,39.9,20.8,24.3,26.6
 27-04-2024 22:31:23,57,100,5842.363,71,102.092,100,2421,100,100,16.867,37.3,20.8,24.3,26.6
 27-04-2024 22:31:24,57,100,5851.754,65,110.398,100,2434,100,100,17.221,33.9,20.8,24.3,26.6
 27-04-2024 22:31:25,57,99,5851.832,63,108.005,100,2431,100,100,16.957,37.9,20.8,24.3,26.6
 27-04-2024 22:31:26,56,90,5835.473,56,99.831,100,2434,100,100,17.435,40.8,20.8,24.3,26.6
 27-04-2024 22:31:27,56,97,5823.082,62,95.839,100,2424,100,100,17.004,47.2,20.8,24.3,26.6
 27-04-2024 22:31:28,57,93,5844.535,67,104.778,100,2417,100,100,16.819,47.7,20.8,24.3,26.6
 27-04-2024 22:31:29,57,92,5844.848,67,91.997,100,2421,99,100,16.727,45.9,20.8,24.3,26.6
 27-04-2024 22:31:30,56,90,5821.285,63,108.845,100,2434,100,100,16.415,40.3,20.8,24.3,26.6
 27-04-2024 22:31:31,57,100,5821.285,67,107.487,100,2417,100,94.22,16.446,43.2,20.8,24.3,26.6
 27-04-2024 22:31:32,57,100,5837.785,62,105.96,100,2424,100,86.238,16.712,47.8,20.8,24.3,26.6
 27-04-2024 22:31:33,57,97,5855.254,57,88.199,100,2421,100,92.466,16.803,48.6,20.8,24.3,26.6
 27-04-2024 22:31:34,57,99,5850.441,66,108.781,100,2427,100,93.135,16.743,42.9,20.8,24.3,26.6
 27-04-2024 22:31:35,56,89,5861.379,69,100.743,100,2434,100,94.483,16.72,42.3,20.8,24.3,26.6
 27-04-2024 22:31:36,56,91,5855.254,57,98.272,100,2434,100,95.506,16.768,39.6,20.8,24.3,26.6
 27-04-2024 22:31:37,56,88,5852.488,51,92.364,100,2417,100,95.368,16.069,42.5,20.8,24.3,26.6
 27-04-2024 22:31:38,55,91,5847.988,50,102.234,100,2421,100,96.693,16.092,38.9,20.8,24.3,26.6
 27-04-2024 22:31:39,56,94,5818.363,61,105.861,100,2434,100,96.372,15.852,40.2,20.8,24.3,26.6
 27-04-2024 22:31:40,55,80,5795.191,54,73.96,100,2434,100,100,15.852,40.7,20.8,24.3,26.6
 27-04-2024 22:31:41,55,87,5789.504,55,101.754,100,2421,100,100,17.415,35.7,20.8,24.3,26.6
 27-04-2024 22:31:42,56,94,5782.035,69,96.862,100,2421,100,100,16.366,40.4,20.8,24.3,26.6
 27-04-2024 22:31:43,55,79,5812.613,51,83.457,100,2434,100,99.951,16.427,43.3,20.8,24.3,26.6
 27-04-2024 22:31:44,56,97,5806.191,62,103.313,100,2421,100,93.1,16.456,47.5,20.8,24.3,26.6
 27-04-2024 22:31:45,56,96,5802.098,70,103.522,100,2417,100,92.109,16.829,46.2,20.8,24.3,26.6
 27-04-2024 22:31:46,57,96,5802.41,68,87.355,100,2434,99,88.895,16.855,44.9,20.8,24.3,26.6
 27-04-2024 22:31:47,56,92,5816.879,71,108.41,100,2437,100,100,16.173,39.7,20.8,24.3,26.6
 27-04-2024 22:31:48,57,94,5812.879,65,107.837,100,2431,100,100,17.013,39.7,20.8,24.3,26.6
 27-04-2024 22:31:49,57,97,5816.801,69,108.938,100,2420,100,100,16.714,43.9,20.8,24.3,26.6
 27-04-2024 22:31:50,56,87,5813.082,69,108.822,100,2420,100,100,16.907,33.8,20.8,24.3,26.6
 27-04-2024 22:31:51,57,97,5813.004,65,111.241,100,2420,100,100,17.171,36.3,20.8,24.3,26.6
 27-04-2024 22:31:52,57,100,5803.535,69,105.098,100,2430,100,100,16.608,41.9,20.8,24.3,26.6
 27-04-2024 22:31:53,57,99,5803.535,71,99.445,100,2430,100,100,16.983,42.9,20.8,24.3,26.6
 27-04-2024 22:31:54,57,100,5807.457,69,102.955,100,2417,100,100,16.367,46.2,20.8,24.3,26.6
 27-04-2024 22:31:55,56,100,5803.457,68,100.717,100,2417,100,100,16.755,41.6,20.8,24.3,26.6
 27-04-2024 22:31:56,56,100,5803.457,68,102.776,100,2417,100,99.964,17.749,25,20.8,24.3,26.6
 27-04-2024 22:31:57,57,100,5813.035,66,107.908,100,2440,100,100,16.957,39.1,20.8,24.3,26.6
 27-04-2024 22:31:58,57,100,5813.035,66,105.35,100,2450,100,100,17.26,41.4,20.8,24.3,26.6
 27-04-2024 22:31:59,56,92,5809.848,55,108.231,100,2434,100,100,16.304,43.2,20.8,24.3,26.6
 27-04-2024 22:32:00,56,97,5790.488,61,104.648,100,2450,100,100,16.873,41.4,20.8,24.5,27.3
 27-04-2024 22:32:01,57,99,5779.082,69,95.505,100,2437,100,99.934,16.917,42.3,20.8,24.5,27.3
 27-04-2024 22:32:02,57,97,5778.676,66,100.813,100,2433,100,85.667,16.275,47.2,20.8,24.5,27.3
 27-04-2024 22:32:03,56,97,5783.52,53,85.767,100,2450,100,92.425,16.314,47.6,20.8,24.5,27.3
 27-04-2024 22:32:04,54,59,5781.785,49,87.819,100,2443,100,95.788,16.587,34.3,20.8,24.5,27.3
 27-04-2024 22:32:05,55,86,5758.988,55,91.524,100,2427,100,95.87,16.578,33.3,20.8,24.5,27.3
 27-04-2024 22:32:06,54,70,5780.535,55,83.627,100,2430,100,96.875,16.659,34,20.8,24.5,27.3
 27-04-2024 22:32:07,55,86,5772.723,60,100.067,100,2447,100,96.898,16.14,38.2,20.8,24.5,27.3
 27-04-2024 22:32:08,55,85,5773.035,59,105.773,100,2430,100,96.078,16.734,40.6,20.8,24.5,27.3
 27-04-2024 22:32:09,56,98,5771.754,65,105.997,100,2424,100,96.03,16.529,43.7,20.8,24.5,27.3
 27-04-2024 22:32:10,56,94,5799.535,60,98.046,100,2444,100,96.669,16.498,42.9,20.8,24.5,27.3
 27-04-2024 22:32:11,56,100,5786.91,71,102.618,100,2427,100,91.868,16.803,45.7,20.8,24.5,27.3
 27-04-2024 22:32:12,57,100,5798.504,71,110.791,100,2424,100,91.768,16.479,41.3,20.8,24.5,27.3
 27-04-2024 22:32:13,57,99,5800.754,69,104.682,100,2444,100,93.361,17.291,43.2,20.8,24.5,27.3
 27-04-2024 22:32:14,57,99,5791.082,68,111.71,100,2424,100,86.694,17.213,47.2,20.8,24.5,27.3
 27-04-2024 22:32:15,56,92,5790.566,62,79.876,100,2430,100,86.135,16.674,47.2,20.8,24.5,27.3
 27-04-2024 22:32:16,56,94,5802.941,66,110.807,100,2444,100,100,15.904,41.8,20.8,24.5,27.3
 27-04-2024 22:32:17,56,100,5802.441,65,100.686,100,2440,100,100,16.491,47.1,20.8,24.5,27.3
 27-04-2024 22:32:18,56,98,5793.066,61,105.31,100,2424,100,100,16.522,46.4,20.8,24.5,27.3
 27-04-2024 22:32:19,56,92,5800.191,68,102.766,100,2424,100,100,16.385,42.5,20.8,24.5,27.3
 27-04-2024 22:32:20,56,86,5801.785,68,106.863,100,2440,100,100,16.763,42.5,20.8,24.5,27.3
 27-04-2024 22:32:21,56,100,5791.941,67,108.007,100,2440,100,99.964,16.634,44.7,20.8,24.5,27.3
 27-04-2024 22:32:22,56,91,5789.91,58,90.738,100,2427,100,98.411,16.294,44.8,20.8,24.5,27.3
 27-04-2024 22:32:23,55,94,5801.848,61,102.605,100,2440,100,96.587,16.759,36.6,20.8,24.5,27.3
 27-04-2024 22:32:24,56,99,5791.988,67,106.812,100,2440,100,85.685,16.448,42.8,20.8,24.5,27.3
 27-04-2024 22:32:25,56,94,5788.691,66,107.538,100,2440,100,94.904,16.441,40.4,20.8,24.5,27.3
 27-04-2024 22:32:26,56,99,5797.441,65,106.962,100,2424,100,95.577,16.01,40.8,20.8,24.5,27.3
 27-04-2024 22:32:27,55,82,5789.598,57,86.978,100,2427,100,95.384,16.2,43.1,20.8,24.5,27.3
 27-04-2024 22:32:28,55,85,5739.355,60,89.544,100,2443,100,94.835,15.851,46.3,20.8,24.5,27.3
 27-04-2024 22:32:29,55,91,5739.434,59,80.45,100,2430,100,90.72,16.776,44.8,20.8,24.5,27.3
 27-04-2024 22:32:30,55,80,5759.918,65,102.643,100,2447,100,94.747,16.373,36.3,20.8,24.5,27.3
 27-04-2024 22:32:31,55,84,5757.652,62,97.533,100,2440,100,92.477,17.234,40.8,20.8,24.5,27.3
 27-04-2024 22:32:32,55,94,5771.48,63,111.275,100,2440,100,95.221,16.863,44.6,20.8,24.5,27.3
 27-04-2024 22:32:33,54,75,5778.418,48,79.359,100,2434,100,97.883,16.439,39.7,20.8,24.5,27.3
 27-04-2024 22:32:34,55,77,5771.074,47,97.868,100,2427,100,97.33,16.237,37.3,20.8,24.5,27.3
 27-04-2024 22:32:35,56,97,5765.637,63,103.917,100,2444,100,74.267,16.062,45.5,20.8,24.5,27.3
 27-04-2024 22:32:36,55,94,5765.73,62,104.974,100,2427,100,99.507,16.013,42.3,20.8,24.5,27.3
 27-04-2024 22:32:37,55,85,5765.73,55,95.441,100,2424,100,100,15.697,43.7,20.8,24.5,27.3
 27-04-2024 22:32:38,56,100,5756.355,70,106.1,100,2434,100,100,16.433,45.5,20.8,24.5,27.3
 27-04-2024 22:32:39,56,99,5766.293,68,98.269,100,2437,100,100,16.98,42.2,20.8,24.5,27.3
 27-04-2024 22:32:40,55,93,5758.684,67,100.222,100,2440,100,100,17.413,42.9,20.8,24.5,27.3
 27-04-2024 22:32:41,55,95,5743.543,65,108.449,100,2427,100,100,16.72,46.2,20.8,24.5,27.3
 27-04-2024 22:32:42,56,94,5752.23,67,109.633,100,2437,100,100,16.878,56,20.8,24.5,27.3
 27-04-2024 22:32:43,57,94,5759.855,70,89.425,100,2424,100,100,16.727,53.1,20.8,24.5,27.3
 27-04-2024 22:32:44,57,99,5759.949,70,113.335,100,2420,100,99.975,16.982,48.3,20.8,24.5,27.3
 27-04-2024 22:32:45,56,95,5768.699,70,106.244,100,2424,100,86.042,16.967,49.1,20.8,24.5,27.3
 27-04-2024 22:32:46,56,99,5755.699,64,107.538,100,2433,100,81.96,16.34,54,20.8,24.5,27.3
 27-04-2024 22:32:47,57,98,5759.074,66,107.51,100,2434,100,78.653,16.697,49.1,20.8,24.5,27.3
 27-04-2024 22:32:48,56,100,5758.309,72,109.43,100,2424,100,95.765,16.451,39.9,20.8,24.5,27.3
 27-04-2024 22:32:49,55,79,5804.73,64,106.579,100,2424,100,100,16.241,35.4,20.8,24.5,27.3
 27-04-2024 22:32:50,56,95,5795.355,65,104.504,100,2444,100,100,16.91,50.7,20.8,24.5,27.3
 27-04-2024 22:32:51,56,90,5795.355,67,100.973,100,2434,100,100,17.141,51.3,20.8,24.5,27.3
 27-04-2024 22:32:52,56,89,5796.262,60,102.692,100,2430,100,100,17.434,52.5,20.8,24.5,27.3
 27-04-2024 22:32:53,54,66,5785.348,44,72.33,100,2447,100,100,17.325,45.4,20.8,24.5,27.3
 27-04-2024 22:32:54,55,86,5798.848,69,108.149,100,2440,99,97.146,15.584,46.9,20.8,24.5,27.3
