 24-04-2024 17:42:56, GPU temperature     ,GPU temperature 2   ,GPU usage           ,Power               ,Fan speed           ,Fan tachometer      ,CPU temperature     ,CPU usage           ,CPU power           ,Framerate           ,T outside (C ),T Exhaust (C ),T Internal (C )
 24-04-2024 17:43:00,55,70,73,153,20,1001,68,39.719,60.943,59.9,22.6,32.4,27.4
 24-04-2024 17:43:01,56,70,70,150,20,1007,68,40.558,60.758,59.9,22.6,32.4,27.4
 24-04-2024 17:43:02,56,72,69,151,20,1005,62,29.967,53.135,54.9,22.6,32.4,27.4
 24-04-2024 17:43:03,56,69,76,139,20,1007,71,29.023,50.499,59.9,22.6,32.4,27.4
 24-04-2024 17:43:04,56,71,59,148,20,1005,66,31.643,53.141,54.9,22.6,32.4,27.4
 24-04-2024 17:43:05,56,71,59,146,20,1006,61,30.241,51.901,59.9,22.6,32.4,27.4
 24-04-2024 17:43:06,56,73,74,156,20,1007,70,35.66,54.116,60.4,22.6,32.4,27.4
 24-04-2024 17:43:07,56,71,79,145,20,1009,59,44.58,39.877,60.4,22.6,32.4,27.4
 24-04-2024 17:43:08,56,70,81,147,20,1005,61,46.135,44.023,15.4,22.6,32.4,27.4
 24-04-2024 17:43:09,57,72,68,147,20,1006,61,40.229,41.053,60,22.6,32.4,27.4
 24-04-2024 17:43:10,57,70,75,146,20,1006,60,40.472,36.924,60,22.6,32.4,27.4
 24-04-2024 17:43:11,57,72,77,145,20,1004,59,40.249,37.702,60,22.6,32.4,27.4
 24-04-2024 17:43:12,57,72,74,148,20,1006,58,39.685,37.411,60,22.6,32.4,27.4
 24-04-2024 17:43:13,57,71,74,149,20,1007,60,42.833,45.192,60,22.6,32.4,27.4
 24-04-2024 17:43:14,57,72,79,155,20,1006,59,40.356,35.183,59.9,22.6,32.4,27.4
 24-04-2024 17:43:15,58,72,83,153,20,1006,58,42.36,40.051,59.9,22.6,32.4,27.4
 24-04-2024 17:43:16,58,72,83,153,20,1006,60,41.547,39.236,59.9,22.6,32.4,27.4
 24-04-2024 17:43:17,57,72,82,151,20,1008,62,39.938,43.744,59.9,22.6,32.4,27.4
 24-04-2024 17:43:18,58,74,78,151,20,1007,65,38.348,45.108,59.8,22.6,32.4,27.4
 24-04-2024 17:43:19,58,73,74,152,20,1007,60,34.281,46.741,59.9,22.6,32.4,27.4
 24-04-2024 17:43:20,58,73,77,150,20,1008,66,34.853,48.942,59.9,22.6,32.4,27.4
 24-04-2024 17:43:21,57,73,80,136,20,1008,65,30.167,39.797,59.9,22.6,32.4,27.4
 24-04-2024 17:43:22,58,73,72,146,20,1007,63,30.468,49.982,59.9,22.6,32.4,27.4
 24-04-2024 17:43:23,58,71,60,139,20,1007,65,28.996,53.988,55.9,22.6,32.4,27.4
 24-04-2024 17:43:24,59,74,65,153,20,1008,66,32.775,54.314,59.9,22.6,32.4,27.4
 24-04-2024 17:43:25,58,70,80,125,20,1009,67,31.595,54.767,59.9,22.6,32.4,27.4
 24-04-2024 17:43:26,58,68,73,122,20,1008,66,30.62,53.8,59.9,22.6,32.4,27.4
 24-04-2024 17:43:27,59,71,55,130,20,1007,61,29.664,49.861,58.9,22.6,32.4,27.4
 24-04-2024 17:43:28,58,68,67,122,20,1012,63,27.048,47.891,59.9,22.6,32.4,27.4
 24-04-2024 17:43:29,58,74,78,145,20,1009,61,29.228,48.696,59.9,22.6,32.4,27.4
 24-04-2024 17:43:30,59,74,74,149,20,1010,66,28.669,51.002,59.9,22.6,32.4,27.4
 24-04-2024 17:43:31,58,75,78,144,20,1009,66,39.048,57.517,58.9,22.6,32.4,27.4
 24-04-2024 17:43:32,58,72,61,129,20,1010,69,34.412,55.979,59.9,22.6,32.4,27.4
 24-04-2024 17:43:33,59,75,57,146,20,1011,61,28.855,48.716,59.9,22.6,32.4,27.4
 24-04-2024 17:43:34,60,74,69,147,20,1010,65,30.928,51.603,59.9,22.6,32.4,27.4
 24-04-2024 17:43:35,59,70,71,122,20,1009,65,28.547,47.839,59.9,22.6,32.4,27.4
 24-04-2024 17:43:36,59,73,76,138,20,1004,65,26.598,48.522,59.9,22.6,32.4,27.4
 24-04-2024 17:43:37,59,70,69,124,20,1007,64,28.226,48.536,59.9,22.6,32.4,27.4
 24-04-2024 17:43:38,60,72,75,143,20,1008,63,28.374,48.742,59.9,22.6,32.4,27.4
 24-04-2024 17:43:39,59,73,74,146,20,1010,66,29.074,48.334,59.9,22.6,32.4,27.4
 24-04-2024 17:43:40,60,74,71,148,20,1010,63,28.323,48.115,59.9,22.6,32.4,27.4
 24-04-2024 17:43:41,60,72,77,144,20,1010,66,28.054,50.073,59.9,22.6,32.4,27.4
 24-04-2024 17:43:42,60,74,77,144,20,1008,67,28.601,47.862,59.9,22.6,32.4,27.4
 24-04-2024 17:43:43,60,75,78,144,20,1006,61,28.712,46.517,59.9,22.6,32.4,27.4
 24-04-2024 17:43:44,60,72,72,142,20,1008,66,27.303,47.531,59.9,22.6,32.4,27.4
 24-04-2024 17:43:45,60,74,70,142,20,1007,68,32.415,50.598,59.9,22.6,32.4,27.4
 24-04-2024 17:43:46,60,73,70,138,20,1008,64,31.026,51.717,59.9,22.6,32.4,27.4
 24-04-2024 17:43:47,59,74,61,141,20,1009,66,34.62,55.168,59.9,22.6,32.4,27.4
 24-04-2024 17:43:48,60,74,65,141,20,1007,72,35.578,54.266,59.9,22.6,32.4,27.4
 24-04-2024 17:43:49,60,73,81,141,20,1008,67,36.7,58.363,59.9,22.6,32.4,27.4
 24-04-2024 17:43:50,60,73,72,142,20,1006,66,28.073,47.439,59.9,22.6,32.4,27.4
 24-04-2024 17:43:51,60,74,69,137,20,1005,61,25.189,44.242,59.9,22.6,32.4,27.4
 24-04-2024 17:43:52,61,75,78,141,20,1006,63,20.616,37.667,59.9,22.6,32.4,27.4
 24-04-2024 17:43:53,59,64,69,81,20,1009,61,24.308,39.948,58.9,22.6,32.4,27.4
 24-04-2024 17:43:54,59,63,67,75,20,1012,59,17.607,28.148,59.9,22.6,32.4,27.4
 24-04-2024 17:43:55,58,63,79,69,20,1018,59,19.022,26.539,59.9,22.6,32.4,27.4
 24-04-2024 17:43:56,58,63,73,71,20,1018,58,18.501,25.231,59.9,22.6,32.4,27.4
 24-04-2024 17:43:57,57,63,52,73,20,1016,59,17.952,24.768,59.9,22.6,32.4,27.4
 24-04-2024 17:43:58,57,63,57,70,20,1018,60,18.474,28.035,59.9,22.6,32.4,27.4
 24-04-2024 17:43:59,57,63,78,72,20,1016,59,19.571,28.28,58.9,22.6,32.4,27.4
 24-04-2024 17:44:00,57,62,72,71,20,1015,58,18.752,30.016,59.9,22.6,32.1,27.1
 24-04-2024 17:44:01,57,62,70,76,20,1018,59,19.477,27.774,59.9,22.6,32.1,27.1
 24-04-2024 17:44:02,59,72,73,137,20,1016,65,24.663,38.727,59.9,22.6,32.1,27.1
 24-04-2024 17:44:03,60,72,65,143,20,1013,63,28.093,45.562,59.9,22.6,32.1,27.1
 24-04-2024 17:44:04,59,74,74,139,20,1010,64,32.787,51.144,59.9,22.6,32.1,27.1
 24-04-2024 17:44:05,60,73,72,145,20,1010,65,28.11,45.32,59.9,22.6,32.1,27.1
 24-04-2024 17:44:06,60,74,70,145,20,1014,63,26.828,44.454,59.9,22.6,32.1,27.1
 24-04-2024 17:44:07,61,75,74,151,20,1014,67,28.837,45.001,59.9,22.6,32.1,27.1
 24-04-2024 17:44:08,60,76,76,155,20,1010,61,26.834,45.36,59.9,22.6,32.1,27.1
 24-04-2024 17:44:09,61,79,80,151,20,1010,61,28.087,43.36,59.9,22.6,32.1,27.1
 24-04-2024 17:44:10,61,76,80,151,20,1010,62,27.276,39.912,59.9,22.6,32.1,27.1
 24-04-2024 17:44:11,59,66,84,84,20,1013,60,26.814,38.183,59.9,22.6,32.1,27.1
 24-04-2024 17:44:12,59,64,75,80,20,1017,59,24.172,32.944,59.9,22.6,32.1,27.1
 24-04-2024 17:44:13,58,65,75,82,20,1016,61,19.202,29.805,59.9,22.6,32.1,27.1
 24-04-2024 17:44:14,60,71,78,134,20,1015,61,25.45,36.509,59.9,22.6,32.1,27.1
 24-04-2024 17:44:15,58,64,74,83,20,1015,62,25.617,33.268,59.9,22.6,32.1,27.1
 24-04-2024 17:44:16,58,64,64,87,20,1017,59,24.653,33.728,59.9,22.6,32.1,27.1
 24-04-2024 17:44:17,58,65,67,87,20,1016,61,25.478,32.386,59.9,22.6,32.1,27.1
 24-04-2024 17:44:18,58,65,69,88,20,1014,60,25.881,35.843,56.9,22.6,32.1,27.1
 24-04-2024 17:44:19,59,63,65,82,20,1017,60,24.785,32.692,59.9,22.6,32.1,27.1
 24-04-2024 17:44:20,58,67,75,106,20,1016,58,25.224,31.682,59.9,22.6,32.1,27.1
