 27-04-2024 22:57:25, GPU temperature     ,GPU usage           ,Memory usage        ,Power percent       ,Power               ,Fan speed           ,Fan tachometer      ,CPU temperature     ,CPU usage           ,CPU power           ,Framerate           ,TOutside ( C),Texhaust ( C),Tinternal ( C)
 27-04-2024 22:59:00,81,91,5128.25,37,95.944,0,0,100,100,18.4,32.9,20.8,25.5,26
 27-04-2024 22:59:01,82,84,5128.344,57,72.895,0,0,100,100,17.886,35.8,20.8,25.5,26
 27-04-2024 22:59:02,82,93,5137.625,56,81.23,0,0,100,100,18.113,38.9,20.8,25.5,26
 27-04-2024 22:59:03,82,99,5118.875,56,66.331,0,0,100,100,18.194,45.8,20.8,25.5,26
 27-04-2024 22:59:04,82,90,5144.563,56,80.92,0,0,100,100,18.566,42.2,20.8,25.5,26
 27-04-2024 22:59:05,83,96,5128.656,61,93.394,0,0,100,100,18.764,48.7,20.8,25.5,26
 27-04-2024 22:59:06,82,100,5128.656,57,57.994,0,0,100,100,18.796,43.2,20.8,25.5,26
 27-04-2024 22:59:07,83,100,5111.375,64,80.216,0,0,100,100,18.532,33.8,20.8,25.5,26
 27-04-2024 22:59:08,82,96,5102,58,78.548,0,0,100,100,17.493,40.8,20.8,25.5,26
 27-04-2024 22:59:09,82,89,5102,51,76.797,0,0,100,100,17.999,44.2,20.8,25.5,26
 27-04-2024 22:59:10,82,90,5102,46,63.941,0,0,100,100,18.176,44.9,20.8,25.5,26
 27-04-2024 22:59:11,82,95,5118.875,51,75.099,0,0,100,100,18.428,42.5,20.8,25.5,26
 27-04-2024 22:59:12,82,99,5128.25,55,75.346,0,0,100,100,19.119,40.3,20.8,25.5,26
 27-04-2024 22:59:13,83,100,5128.25,57,66.238,0,0,100,99.989,18.705,38.8,20.8,25.5,26
 27-04-2024 22:59:14,83,87,5128.344,61,81.717,0,0,100,99.993,18.875,51.6,20.8,25.5,26
 27-04-2024 22:59:15,81,88,5128.484,50,53.164,0,0,100,100,18.166,52.5,20.8,25.5,26
 27-04-2024 22:59:16,83,92,5128.391,60,65.993,0,0,100,100,18.384,48.6,20.8,25.5,26
 27-04-2024 22:59:17,82,76,5128.484,55,91.574,0,0,100,100,17.676,45.2,20.8,25.5,26
 27-04-2024 22:59:18,81,95,5119.016,48,46.365,0,0,100,99.598,18.285,53.1,20.8,25.5,26
 27-04-2024 22:59:19,82,93,5133.281,52,79.384,0,0,100,99.997,18.46,49.1,20.8,25.5,26
 27-04-2024 22:59:20,81,85,5128.594,44,61.092,0,0,100,100,18.374,49.9,20.8,25.5,26
 27-04-2024 22:59:21,81,96,5119.125,39,61.702,0,0,100,95.288,18.558,51.1,20.8,25.5,26
 27-04-2024 22:59:22,82,93,5119.125,56,67.286,0,0,100,93.01,18.572,53.5,20.8,25.5,26
 27-04-2024 22:59:23,82,96,5119.125,50,64.214,0,0,100,91.472,18.487,51.1,20.8,25.5,26
 27-04-2024 22:59:24,82,98,5119.125,48,70.112,0,0,100,90.251,18.349,47.9,20.8,25.5,26
