 27-04-2024 21:53:57, GPU temperature     ,GPU usage (%)          ,Memory usage  (%)    ,Power percent  (%)   ,Power (W)     ,Fan speed (%)       ,Fan tachometer(RPM)   ,CPU temperature  (C )   ,CPU usage (%)        ,CPU power (W)         ,Framerate (FPS)         ,TOutside ( C),Texhaust ( C),Tinternal ( C)
 27-04-2024 22:06:43,57,88,5841.316,73,109.997,56,1396,100,100,16.556,43.5,20.8,23.1,23.6
 27-04-2024 22:06:44,58,97,5829.379,67,102.461,56,1387,100,100,16.787,43.9,20.8,23.1,23.6
 27-04-2024 22:06:45,57,98,5824.973,61,100.987,56,1397,100,100,17.915,49.9,20.8,23.1,23.6
 27-04-2024 22:06:46,57,94,5834.613,65,107.604,56,1398,100,99.781,17.303,55.2,20.8,23.1,23.6
 27-04-2024 22:06:47,57,98,5827.004,65,100.556,56,1395,100,94.039,17.613,52.1,20.8,23.1,23.6
 27-04-2024 22:06:48,57,91,5825.379,62,99.52,56,1396,100,100,17.098,54,20.8,23.1,23.6
 27-04-2024 22:06:49,57,83,5814.879,62,102.528,56,1395,100,100,16.781,49.1,20.8,23.1,23.6
 27-04-2024 22:06:50,57,99,5826.332,68,103.843,56,1396,100,99.932,17.343,49.9,20.8,23.1,23.6
 27-04-2024 22:06:51,58,99,5833.441,64,106.148,56,1395,100,94.413,16.983,42.8,20.8,23.1,23.6
 27-04-2024 22:06:52,56,79,5827.832,51,63.641,56,1395,100,95.331,16.745,39.7,20.8,23.1,23.6
 27-04-2024 22:06:53,56,83,5823.832,59,93.534,56,1399,100,94.271,16.294,42.5,20.8,23.1,23.6
 27-04-2024 22:06:54,57,98,5811.723,69,107.763,55,1391,100,94.548,16.655,42.9,20.8,23.1,23.6
 27-04-2024 22:06:55,58,100,5826.707,72,92.012,55,1377,100,81.706,16.884,38.4,20.8,23.1,23.6
 27-04-2024 22:06:56,58,99,5817.598,67,100.88,55,1381,100,88.387,16.976,40.9,20.8,23.1,23.6
 27-04-2024 22:06:57,57,98,5817.332,68,104.906,55,1374,100,93.452,16.896,45.7,20.8,23.1,23.6
 27-04-2024 22:06:58,57,93,5831.113,65,83.088,55,1380,100,89.946,17.043,56,20.8,23.1,23.6
 27-04-2024 22:06:59,57,91,5815.191,64,99.346,56,1375,100,88.02,17.505,57.8,20.8,23.1,23.6
 27-04-2024 22:07:00,58,100,5840.426,68,104.657,56,1379,100,79.769,17.536,43.3,20.8,23.3,23.9
 27-04-2024 22:07:01,56,84,5785.855,60,61.133,56,1374,100,99.926,17.397,41.3,20.8,23.3,23.9
 27-04-2024 22:07:02,53,79,5775.402,50,96.831,56,1388,100,100,17.396,18.9,20.8,23.3,23.9
 27-04-2024 22:07:03,55,79,5775.402,54,91.288,56,1391,100,100,16.438,51.1,20.8,23.3,23.9
 27-04-2024 22:07:04,55,63,5797.121,67,103.442,54,1390,100,99.994,17.053,51.1,20.8,23.3,23.9
 27-04-2024 22:07:05,56,75,5797.121,63,87.877,54,1381,100,100,17.531,52.9,20.8,23.3,23.9
 27-04-2024 22:07:06,56,73,5787.082,63,93.689,54,1373,100,100,16.791,51.9,20.8,23.3,23.9
 27-04-2024 22:07:07,52,18,5726.082,26,35.641,54,1360,100,100,16.683,49,20.8,23.3,23.9
 27-04-2024 22:07:08,54,72,5748.895,54,86.35,54,1358,100,100,16.89,30.9,20.8,23.3,23.9
 27-04-2024 22:07:09,56,85,5739.457,61,97.91,53,1357,100,100,17.587,57,20.8,23.3,23.9
 27-04-2024 22:07:10,55,77,5775.27,57,100.038,53,1339,100,99.992,17.158,54.8,20.8,23.3,23.9
 27-04-2024 22:07:11,54,65,5777.738,47,80.763,53,1336,100,100,16.444,51.9,20.8,23.3,23.9
 27-04-2024 22:07:12,55,77,5773.801,58,89.305,53,1334,100,100,16.779,42.2,20.8,23.3,23.9
 27-04-2024 22:07:13,55,80,5768.301,61,90.374,53,1329,100,100,17.008,46.6,20.8,23.3,23.9
 27-04-2024 22:07:14,56,89,5768.301,60,94.744,54,1327,100,100,17.402,53,20.8,23.3,23.9
 27-04-2024 22:07:15,56,79,5755.676,63,99.284,54,1333,100,100,16.788,51.7,20.8,23.3,23.9
 27-04-2024 22:07:16,57,83,5755.676,68,85.058,54,1335,99,100,17.246,56.4,20.8,23.3,23.9
 27-04-2024 22:07:17,57,89,5757.301,72,80.159,54,1334,100,100,17.402,54.2,20.8,23.3,23.9
 27-04-2024 22:07:18,57,87,5734.801,55,100.644,54,1336,100,99.992,17.179,48.1,20.8,23.3,23.9
 27-04-2024 22:07:19,57,90,5734.801,63,102.272,56,1341,100,100,16.939,48.9,20.8,23.3,23.9
 27-04-2024 22:07:20,57,91,5734.801,69,70.52,56,1347,100,100,16.673,50.3,20.8,23.3,23.9
 27-04-2024 22:07:21,56,74,5738.738,72,82.821,56,1360,100,100,16.395,46.8,20.8,23.3,23.9
 27-04-2024 22:07:22,56,94,5738.551,53,87.763,56,1373,100,100,16.498,48,20.8,23.3,23.9
 27-04-2024 22:07:23,56,91,5762.113,48,71.14,56,1372,100,100,17.19,46.4,20.8,23.3,23.9
 27-04-2024 22:07:24,55,47,5741.676,73,105.183,55,1382,100,100,16.922,36.9,20.8,23.3,23.9
 27-04-2024 22:07:25,57,96,5758.941,70,76.13,55,1381,100,100,16.658,45.2,20.8,23.3,23.9
 27-04-2024 22:07:26,57,95,5757.02,71,109.378,55,1380,100,100,16.974,45,20.8,23.3,23.9
 27-04-2024 22:07:27,57,88,5757.02,65,102.527,55,1374,100,100,17.026,57.9,20.8,23.3,23.9
 27-04-2024 22:07:28,57,92,5780.77,66,103.686,55,1379,100,100,17.362,44.2,20.8,23.3,23.9
 27-04-2024 22:07:29,57,81,5780.77,65,101.914,56,1373,100,100,17.207,56.9,20.8,23.3,23.9
 27-04-2024 22:07:30,57,89,5780.77,64,102.768,56,1378,100,100,17.341,60,20.8,23.3,23.9
 27-04-2024 22:07:31,56,89,5763.895,55,89.862,56,1383,100,88.208,16.514,58.9,20.8,23.3,23.9
 27-04-2024 22:07:32,57,87,5766.207,64,94.442,56,1395,100,82.911,16.393,59.9,20.8,23.3,23.9
 27-04-2024 22:07:33,57,85,5764.293,61,78.462,56,1396,100,81.445,16.461,59.9,20.8,23.3,23.9
 27-04-2024 22:07:34,57,84,5762.605,68,92.917,56,1395,100,73.971,16.312,59,20.8,23.3,23.9
 27-04-2024 22:07:35,56,78,5767.23,60,100.011,56,1399,100,64.985,16.061,58.9,20.8,23.3,23.9
 27-04-2024 22:07:36,57,97,5780.105,65,106.045,56,1392,99,74.714,16.798,59.9,20.8,23.3,23.9
 27-04-2024 22:07:37,58,95,5781.543,76,110.763,56,1398,100,73.359,16.711,57,20.8,23.3,23.9
 27-04-2024 22:07:38,58,93,5783.605,66,109.238,56,1399,100,71.329,15.887,58.9,20.8,23.3,23.9
 27-04-2024 22:07:39,58,86,5766.73,72,81.737,57,1394,100,63.789,16.334,60,20.8,23.3,23.9
 27-04-2024 22:07:40,57,81,5766.73,73,110.458,57,1397,100,69.563,16.95,58.9,20.8,23.3,23.9
 27-04-2024 22:07:41,59,100,5766.73,78,115.131,57,1398,100,64.068,16.812,57.9,20.8,23.3,23.9
 27-04-2024 22:07:42,58,99,5766.73,65,103.163,57,1402,100,63.803,16.476,58,20.8,23.3,23.9
 27-04-2024 22:07:43,58,91,5783.605,76,110.186,57,1412,100,65.251,17.075,59.9,20.8,23.3,23.9
 27-04-2024 22:07:44,58,95,5783.605,75,105.724,57,1413,100,67.838,16.667,60,20.8,23.3,23.9
 27-04-2024 22:07:45,57,81,5787.355,51,57.133,57,1418,100,72.312,17.305,59.9,20.8,23.3,23.9
 27-04-2024 22:07:46,58,100,5786.547,67,109.244,57,1414,100,98.656,16.57,52.1,20.8,23.3,23.9
 27-04-2024 22:07:47,59,95,5769.484,76,110.697,57,1413,100,72.542,16.559,55,20.8,23.3,23.9
 27-04-2024 22:07:48,58,95,5778.859,69,102.926,57,1418,100,85.237,16.965,53.9,20.8,23.3,23.9
 27-04-2024 22:07:49,57,93,5778.859,69,104.047,57,1418,99,88.564,17.024,39.9,20.8,23.3,23.9
 27-04-2024 22:07:50,57,90,5778.859,62,100.055,57,1412,99,92.72,16.737,57.9,20.8,23.3,23.9
 27-04-2024 22:07:51,57,84,5778.859,61,89.676,57,1411,100,67.661,16.669,59.9,20.8,23.3,23.9
 27-04-2024 22:07:52,56,79,5786.477,58,84.603,57,1412,100,65.716,16.599,59,20.8,23.3,23.9
 27-04-2024 22:07:53,56,81,5786.477,59,85.214,57,1419,100,72.328,16.682,59.9,20.8,23.3,23.9
 27-04-2024 22:07:54,56,79,5769.602,56,83.451,55,1418,100,70.329,16.715,59.9,20.8,23.3,23.9
 27-04-2024 22:07:55,55,67,5741.066,49,78.072,55,1409,100,84.84,17.048,57.5,20.8,23.3,23.9
 27-04-2024 22:07:56,55,61,5820.145,40,58.75,55,1399,100,99.966,17.813,46.6,20.8,23.3,23.9
 27-04-2024 22:07:57,54,60,5834.059,42,88.866,55,1402,99,100,17.081,39.9,20.8,23.3,23.9
 27-04-2024 22:07:58,55,67,5826.809,42,54.813,55,1384,100,100,16.866,53.5,20.8,23.3,23.9
 27-04-2024 22:07:59,56,83,5814.809,63,104.961,54,1384,100,100,16.307,58.5,20.8,23.3,23.9
 27-04-2024 22:08:00,57,80,5833.746,65,107.155,54,1369,100,100,16.792,58.9,20.8,23.3,24
 27-04-2024 22:08:01,56,84,5833.746,62,94.889,54,1363,100,100,16.646,59.9,20.8,23.3,24
 27-04-2024 22:08:02,56,83,5833.746,60,96.04,54,1359,100,100,16.678,59.9,20.8,23.3,24
 27-04-2024 22:08:03,57,86,5833.746,64,97.246,54,1352,100,100,16.565,59.9,20.8,23.3,24
 27-04-2024 22:08:04,57,89,5833.746,64,99.821,56,1354,100,100,17.134,59.9,20.8,23.3,24
 27-04-2024 22:08:05,57,90,5833.746,67,97.379,56,1365,100,87.381,16.597,60,20.8,23.3,24
 27-04-2024 22:08:06,57,94,5850.621,69,103.068,56,1366,100,80.976,16.471,59.9,20.8,23.3,24
 27-04-2024 22:08:07,58,94,5835.121,66,101.339,56,1372,100,100,17.065,59.9,20.8,23.3,24
 27-04-2024 22:08:08,57,86,5835.121,62,104.948,56,1380,100,100,16.482,60,20.8,23.3,24
 27-04-2024 22:08:09,57,85,5835.121,69,102.811,56,1395,100,100,16.669,60,20.8,23.3,24
 27-04-2024 22:08:10,58,92,5835.121,65,99.565,56,1391,100,86.486,16.556,60,20.8,23.3,24
 27-04-2024 22:08:11,57,91,5835.121,67,101.249,56,1395,100,78.49,16.485,59,20.8,23.3,24
 27-04-2024 22:08:12,57,79,5835.121,62,103.569,56,1392,100,78.403,16.626,60,20.8,23.3,24
 27-04-2024 22:08:13,57,83,5835.121,59,98.53,56,1393,100,69.58,17.05,59.9,20.8,23.3,24
 27-04-2024 22:08:14,57,81,5835.121,58,96.919,56,1396,100,91.079,17.485,59.9,20.8,23.3,24
 27-04-2024 22:08:15,57,86,5835.121,62,100.388,56,1392,100,99.52,17.138,58,20.8,23.3,24
 27-04-2024 22:08:16,57,81,5835.121,61,96.566,56,1395,100,88.426,17.258,60,20.8,23.3,24
 27-04-2024 22:08:17,57,83,5833.621,59,97.213,56,1399,100,75.127,17.073,59.9,20.8,23.3,24
 27-04-2024 22:08:18,57,78,5833.621,67,103.769,56,1393,100,76.094,17.26,60,20.8,23.3,24
 27-04-2024 22:08:19,57,90,5833.621,63,95.465,56,1392,100,73.611,16.788,59.9,20.8,23.3,24
 27-04-2024 22:08:20,57,89,5833.621,55,92.973,56,1398,100,82.688,16.717,58.9,20.8,23.3,24
 27-04-2024 22:08:21,57,91,5834.309,60,104.826,56,1390,100,94.283,17.211,53.1,20.8,23.3,24
 27-04-2024 22:08:22,56,66,5775.469,66,105.061,56,1396,100,99.865,16.624,47.6,20.8,23.3,24
 27-04-2024 22:08:23,56,80,5711.934,47,83.033,56,1398,100,99.428,16.849,48.5,20.8,23.3,24
 27-04-2024 22:08:24,56,78,5772.934,72,109.365,55,1384,100,98.188,17.084,48.9,20.8,23.3,24
 27-04-2024 22:08:25,56,79,5792.77,45,75.189,55,1380,100,93.501,17.127,54.3,20.8,23.3,24
 27-04-2024 22:08:26,55,78,5751.719,45,96.955,55,1378,100,97.434,16.483,46.7,20.8,23.3,24
 27-04-2024 22:08:27,56,82,5801.656,53,92.29,55,1371,100,99.582,16.826,48.6,20.8,23.3,24
 27-04-2024 22:08:28,58,100,5802.906,70,104.374,55,1376,100,99.284,17.062,57.1,20.8,23.3,24
 27-04-2024 22:08:29,57,86,5811.219,61,100.23,57,1372,100,100,17.077,59,20.8,23.3,24
 27-04-2024 22:08:30,57,91,5801.93,68,100.74,57,1389,100,99.68,17.203,59,20.8,23.3,24
 27-04-2024 22:08:31,57,86,5796.992,63,81.347,57,1388,99,83.087,17.16,59.9,20.8,23.3,24
 27-04-2024 22:08:32,57,99,5801.93,60,99.976,57,1399,100,85.867,17.585,58.9,20.8,23.3,24
 27-04-2024 22:08:33,57,82,5801.93,57,104.257,57,1412,100,71.386,16.839,53.1,20.8,23.3,24
 27-04-2024 22:08:34,57,83,5798.43,60,104.492,56,1414,100,62.759,16.826,48.2,20.8,23.3,24
 27-04-2024 22:08:35,57,79,5786.43,53,80.428,56,1404,100,98.233,17.14,57.9,20.8,23.3,24
 27-04-2024 22:08:36,57,87,5786.43,60,99.682,56,1402,100,100,17.02,57.1,20.8,23.3,24
 27-04-2024 22:08:37,56,83,5786.43,58,95.313,56,1398,100,98.726,17.143,60,20.8,23.3,24
 27-04-2024 22:08:38,56,84,5786.117,60,96.894,56,1395,100,86.428,16.848,60,20.8,23.3,24
 27-04-2024 22:08:39,56,77,5635.777,60,66.517,55,1397,100,97.494,16.707,52.9,20.8,23.3,24
 27-04-2024 22:08:40,56,81,5718.605,60,100.099,55,1398,100,99.833,16.389,53.9,20.8,23.3,24
 27-04-2024 22:08:41,55,68,5768.609,45,81.182,55,1387,100,99.963,16.521,54.9,20.8,23.3,24
 27-04-2024 22:08:42,56,88,5806.941,62,93.188,55,1381,100,99.998,16.508,53.8,20.8,23.3,24
 27-04-2024 22:08:43,56,86,5806.941,63,93.684,55,1374,100,98.225,16.156,46.9,20.8,23.3,24
 27-04-2024 22:08:44,57,86,5806.941,65,98.94,55,1373,100,96.774,16.873,51.9,20.8,23.3,24
 27-04-2024 22:08:45,55,81,5841.234,26,36.051,55,1375,100,100,16.831,43.5,20.8,23.3,24
 27-04-2024 22:08:46,57,99,5807.168,66,86.904,55,1372,100,100,15.874,46.8,20.8,23.3,24
 27-04-2024 22:08:47,56,86,5794.621,61,100.903,55,1371,100,100,15.786,43.2,20.8,23.3,24
 27-04-2024 22:08:48,54,43,5811.234,55,108.465,55,1372,100,100,16.178,32.6,20.8,23.3,24
 27-04-2024 22:08:49,56,91,5625.984,68,95.664,53,1375,100,100,16.412,32.7,20.8,23.3,24
 27-04-2024 22:08:50,52,47,5637.969,40,91.826,53,1361,100,100,16.473,32.7,20.8,23.3,24
 27-04-2024 22:08:51,55,100,5650.453,30,80.049,53,1354,100,99.99,17.166,26.4,20.8,23.3,24
 27-04-2024 22:08:52,57,100,5631.516,71,99.653,53,1340,100,100,16.475,28.7,20.8,23.3,24
 27-04-2024 22:08:53,57,100,5640.84,70,106.491,53,1337,100,99.999,17.401,37.9,20.8,23.3,24
 27-04-2024 22:08:54,57,66,5651.277,70,106.099,56,1335,100,100,16.432,38.4,20.8,23.3,24
 27-04-2024 22:08:55,58,100,5651.09,69,100.317,56,1343,100,99.99,15.901,39.3,20.8,23.3,24
 27-04-2024 22:08:56,58,100,5650.715,70,100.652,56,1354,100,100,17.012,43.5,20.8,23.3,24
 27-04-2024 22:08:57,58,96,5650.09,69,101.221,56,1368,100,100,16.658,39.9,20.8,23.3,24
 27-04-2024 22:08:58,58,98,5632.934,71,111.465,56,1368,100,100,16.647,39.2,20.8,23.3,24
 27-04-2024 22:08:59,58,99,5626.121,67,88.796,57,1386,100,100,16.252,35.1,20.8,23.3,24
 27-04-2024 22:09:00,58,99,5628.871,66,101.399,57,1389,99,100,17.485,37.2,20.8,23.5,24.3
 27-04-2024 22:09:01,58,98,5626.496,69,105.793,57,1396,100,100,17.211,38.4,20.8,23.5,24.3
 27-04-2024 22:09:02,58,97,5628.871,70,100.038,57,1402,100,99.997,16.821,40.6,20.8,23.5,24.3
 27-04-2024 22:09:03,56,98,5652.309,67,104.4,57,1409,100,100,17.256,38.9,20.8,23.5,24.3
 27-04-2024 22:09:04,58,99,5569.371,70,105.718,55,1411,100,100,17.517,46.2,20.8,23.5,24.3
 27-04-2024 22:09:05,58,92,5568.559,70,98.648,55,1401,100,99.977,17.11,49.1,20.8,23.5,24.3
 27-04-2024 22:09:06,56,40,5577.238,39,39.051,55,1394,100,99.966,16.582,45.8,20.8,23.5,24.3
 27-04-2024 22:09:07,58,100,5585.051,75,100.793,55,1394,100,100,16.465,44.1,20.8,23.5,24.3
 27-04-2024 22:09:08,58,94,5629.113,71,90.344,55,1380,100,100,16.502,43.9,20.8,23.5,24.3
 27-04-2024 22:09:09,58,100,5629.113,68,102.009,57,1383,100,100,15.91,51.9,20.8,23.5,24.3
 27-04-2024 22:09:10,58,99,5638.582,68,106.075,57,1387,100,100,16.416,50.1,20.8,23.5,24.3
 27-04-2024 22:09:11,57,94,5639.238,62,91.682,57,1393,100,100,15.963,39.9,20.8,23.5,24.3
 27-04-2024 22:09:12,58,92,5629.363,66,98.355,57,1407,100,99.952,16.557,47.9,20.8,23.5,24.3
 27-04-2024 22:09:13,57,94,5612.488,68,101.59,57,1409,100,99.993,16.642,53.1,20.8,23.5,24.3
 27-04-2024 22:09:14,58,98,5632.613,71,104.86,56,1408,100,99.986,17.201,42.3,20.8,23.5,24.3
 27-04-2024 22:09:15,57,100,5660.301,67,100.962,56,1407,100,99.988,17.228,32.4,20.8,23.5,24.3
 27-04-2024 22:09:16,58,99,5650.582,56,46.137,56,1402,100,100,17.294,45.9,20.8,23.5,24.3
 27-04-2024 22:09:17,57,96,5644.176,61,100.562,56,1396,100,100,17.622,41.6,20.8,23.5,24.3
 27-04-2024 22:09:18,58,99,5635.988,67,104.509,56,1396,100,99.978,16.771,39.5,20.8,23.5,24.3
 27-04-2024 22:09:19,58,99,5635.988,70,110.787,57,1398,100,100,16.598,37.5,20.8,23.5,24.3
 27-04-2024 22:09:20,58,97,5646.676,67,98.895,57,1400,100,100,16.756,36.3,20.8,23.5,24.3
 27-04-2024 22:09:21,58,99,5646.676,68,99.453,57,1408,100,100,17.287,36.8,20.8,23.5,24.3
 27-04-2024 22:09:22,58,99,5646.77,66,101.049,57,1413,100,100,16.572,33.9,20.8,23.5,24.3
 27-04-2024 22:09:23,58,99,5646.77,67,103.612,57,1412,100,100,16.623,33.1,20.8,23.5,24.3
 27-04-2024 22:09:24,57,88,5656.77,63,103.024,57,1411,100,100,16.62,34.2,20.8,23.5,24.3
 27-04-2024 22:09:25,58,90,5656.77,54,98.092,57,1414,100,100,16.051,39.3,20.8,23.5,24.3
 27-04-2024 22:09:26,58,99,5653.363,69,104.213,57,1418,99,99.999,16.726,42.2,20.8,23.5,24.3
 27-04-2024 22:09:27,59,100,5653.363,72,107.571,57,1418,100,99.852,16.391,43.2,20.8,23.5,24.3
 27-04-2024 22:09:28,58,94,5653.363,62,100.711,57,1414,100,99.955,16.21,44.2,20.8,23.5,24.3
 27-04-2024 22:09:29,58,98,5653.363,66,97.429,57,1412,100,100,16.685,44.5,20.8,23.5,24.3
 27-04-2024 22:09:30,58,99,5653.363,68,105.886,57,1415,100,99.999,16.588,44.9,20.8,23.5,24.3
 27-04-2024 22:09:31,58,99,5651.051,70,105.911,57,1417,100,99.985,16.587,47.2,20.8,23.5,24.3
 27-04-2024 22:09:32,58,91,5651.242,73,97.671,57,1417,100,93.566,16.643,46.2,20.8,23.5,24.3
 27-04-2024 22:09:33,58,99,5643.527,68,103.221,57,1413,100,99.998,16.908,42.7,20.8,23.5,24.3
 27-04-2024 22:09:34,58,100,5643.527,69,96.685,57,1413,100,99.977,17.018,43.8,20.8,23.5,24.3
 27-04-2024 22:09:35,57,75,5643.34,68,103.208,57,1419,100,99.998,17.121,33.9,20.8,23.5,24.3
 27-04-2024 22:09:36,57,50,5643.434,68,106.88,57,1428,100,100,16.93,37.3,20.8,23.5,24.3
 27-04-2024 22:09:37,57,95,5643.434,62,102.981,57,1420,100,99.972,16.5,40.3,20.8,23.5,24.3
 27-04-2024 22:09:38,57,96,5643.434,51,103.747,57,1412,100,100,16.741,47.2,20.8,23.5,24.3
 27-04-2024 22:09:39,58,99,5643.434,66,98.091,56,1411,100,100,16.623,48.8,20.8,23.5,24.3
 27-04-2024 22:09:40,58,99,5645.809,69,97.39,56,1416,99,100,16.695,44.3,20.8,23.5,24.3
 27-04-2024 22:09:41,57,81,5649.313,60,96.685,56,1418,100,100,17.248,38.9,20.8,23.5,24.3
 27-04-2024 22:09:42,58,99,5638.563,67,105.406,56,1418,100,100,16.7,39.3,20.8,23.5,24.3
 27-04-2024 22:09:43,58,99,5629.094,69,102.952,56,1405,100,100,17.322,42.2,20.8,23.5,24.3
 27-04-2024 22:09:44,58,90,5629,67,97.724,57,1399,100,100,16.623,43.8,20.8,23.5,24.3
 27-04-2024 22:09:45,58,97,5629,66,103.151,57,1411,100,100,17.177,42.2,20.8,23.5,24.3
 27-04-2024 22:09:46,58,100,5628.688,69,99.434,57,1414,100,99.997,17.234,43.9,20.8,23.5,24.3
 27-04-2024 22:09:47,58,96,5628.688,67,106.901,57,1412,100,99.957,16.846,46.2,20.8,23.5,24.3
 27-04-2024 22:09:48,58,96,5628.688,70,103.695,57,1413,100,99.983,17.031,47.9,20.8,23.5,24.3
 27-04-2024 22:09:49,58,94,5638.156,69,92.227,57,1416,100,87.549,16.771,47.2,20.8,23.5,24.3
 27-04-2024 22:09:50,59,95,5638.563,68,103.686,57,1415,100,86.468,17.049,46.9,20.8,23.5,24.3
 27-04-2024 22:09:51,58,99,5638.156,68,105.057,57,1411,100,86.807,16.526,47.2,20.8,23.5,24.3
 27-04-2024 22:09:52,58,98,5638.156,67,88.815,57,1411,100,89.855,16.862,48.1,20.8,23.5,24.3
 27-04-2024 22:09:53,58,96,5638.156,68,96.893,57,1415,100,83.941,16.017,48.9,20.8,23.5,24.3
 27-04-2024 22:09:54,58,98,5638.25,70,101.37,57,1415,100,99.982,17.205,45.2,20.8,23.5,24.3
 27-04-2024 22:09:55,58,97,5628.688,66,103.134,57,1414,99,94.757,16.965,44.5,20.8,23.5,24.3
 27-04-2024 22:09:56,58,100,5628.688,68,105.383,57,1410,100,65.097,16.63,46.2,20.8,23.5,24.3
 27-04-2024 22:09:57,59,100,5628.688,69,106.53,57,1409,100,79.119,16.913,46.2,20.8,23.5,24.3
 27-04-2024 22:09:58,59,100,5631.688,71,104.013,57,1422,100,77.536,17.2,40.9,20.8,23.5,24.3
 27-04-2024 22:09:59,58,99,5641.156,69,97.459,58,1430,100,90.287,16.969,45.2,20.8,23.5,24.3
 27-04-2024 22:10:00,58,100,5641.156,69,101.201,58,1433,100,100,15.687,46.2,20.8,23.6,24.4
 27-04-2024 22:10:01,58,100,5631.688,68,100.847,58,1436,100,100,16.31,47.9,20.8,23.6,24.4
 27-04-2024 22:10:02,58,95,5632.926,67,65.897,58,1437,100,100,16.681,48.5,20.8,23.6,24.4
 27-04-2024 22:10:03,58,97,5644.051,66,105.153,58,1432,100,84.586,17.224,45.5,20.8,23.6,24.4
 27-04-2024 22:10:04,58,96,5641.332,66,103.012,57,1431,100,78.726,16.972,48.2,20.8,23.6,24.4
 27-04-2024 22:10:05,58,87,5641.082,58,103.225,57,1432,100,83.515,16.687,48.9,20.8,23.6,24.4
 27-04-2024 22:10:06,59,100,5642.395,71,105.157,57,1433,100,99.706,17,47.9,20.8,23.6,24.4
 27-04-2024 22:10:07,59,100,5633.02,76,104.77,57,1433,100,100,16.923,49.9,20.8,23.6,24.4
 27-04-2024 22:10:08,59,100,5625.52,73,106.682,57,1424,100,100,16.362,47.2,20.8,23.6,24.4
 27-04-2024 22:10:09,59,100,5632.926,70,100.714,58,1421,100,99.995,17.166,51.1,20.8,23.6,24.4
 27-04-2024 22:10:10,59,100,5633.02,68,108.593,58,1431,100,99.984,16.992,56,20.8,23.6,24.4
 27-04-2024 22:10:11,59,100,5616.145,69,103.221,58,1434,100,100,16.175,58.9,20.8,23.6,24.4
 27-04-2024 22:10:12,58,93,5653.145,65,97.563,58,1437,100,100,16.839,49.1,20.8,23.6,24.4
 27-04-2024 22:10:13,58,92,5642.082,62,95.409,58,1438,100,94.38,17.004,53.1,20.8,23.6,24.4
 27-04-2024 22:10:14,58,97,5651.457,68,99.049,57,1437,100,88.933,17.094,53.1,20.8,23.6,24.4
 27-04-2024 22:10:15,59,100,5651.363,70,98.559,57,1437,100,81.186,16.413,46.9,20.8,23.6,24.4
 27-04-2024 22:10:16,58,91,5651.457,61,96.796,57,1437,99,87.239,16.156,48.1,20.8,23.6,24.4
 27-04-2024 22:10:17,58,96,5651.363,66,102.01,57,1436,100,72.78,16.99,48.2,20.8,23.6,24.4
 27-04-2024 22:10:18,58,100,5645.926,62,90.112,57,1422,100,92.264,16.757,53.7,20.8,23.6,24.4
 27-04-2024 22:10:19,59,99,5634.238,70,105.967,57,1415,100,77.015,16.57,48.2,20.8,23.6,24.4
 27-04-2024 22:10:20,58,98,5634.238,68,102.576,57,1413,100,77.564,17.111,54.9,20.8,23.6,24.4
 27-04-2024 22:10:21,59,97,5634.426,71,106.188,57,1412,100,85.536,16.825,49.1,20.8,23.6,24.4
 27-04-2024 22:10:22,59,99,5634.426,74,105.703,57,1420,100,75.914,16.604,47.2,20.8,23.6,24.4
 27-04-2024 22:10:23,59,98,5634.426,72,102.872,57,1421,100,82.222,16.741,44.9,20.8,23.6,24.4
 27-04-2024 22:10:24,55,77,5634.426,26,36.063,58,1433,100,98.883,16.713,45.2,20.8,23.6,24.4
 27-04-2024 22:10:25,58,100,5634.426,69,102.997,58,1431,100,100,16.164,35.9,20.8,23.6,24.4
 27-04-2024 22:10:26,58,100,5643.863,70,105.08,58,1432,100,99.988,16.936,42.5,20.8,23.6,24.4
 27-04-2024 22:10:27,59,99,5643.863,70,102.971,58,1431,100,99.961,17.702,49.9,20.8,23.6,24.4
 27-04-2024 22:10:28,58,99,5643.863,68,103.024,58,1431,100,100,17.004,47.2,20.8,23.6,24.4
 27-04-2024 22:10:29,59,99,5643.863,71,109.766,58,1431,100,99.957,17.022,43.2,20.8,23.6,24.4
 27-04-2024 22:10:30,59,100,5643.863,72,107.138,58,1433,100,100,17.229,47.2,20.8,23.6,24.4
 27-04-2024 22:10:31,59,99,5643.957,69,104.257,58,1433,100,99.096,16.483,49.1,20.8,23.6,24.4
 27-04-2024 22:10:32,59,100,5643.957,68,98.058,58,1441,100,99.976,16.291,48.9,20.8,23.6,24.4
 27-04-2024 22:10:33,59,100,5643.957,69,100.354,58,1446,100,100,16.4,51.1,20.8,23.6,24.4
 27-04-2024 22:10:34,59,100,5643.957,71,107.772,58,1437,100,100,16.038,54.1,20.8,23.6,24.4
 27-04-2024 22:10:35,58,100,5643.957,72,107.104,58,1445,100,100,16.585,50.9,20.8,23.6,24.4
 27-04-2024 22:10:36,59,100,5643.957,69,101.866,58,1439,100,100,16.859,49.1,20.8,23.6,24.4
 27-04-2024 22:10:37,60,100,5643.957,71,102.562,58,1444,100,99.003,16.979,49.1,20.8,23.6,24.4
 27-04-2024 22:10:38,59,99,5646.332,68,107.254,58,1440,100,96.389,17.352,41.9,20.8,23.6,24.4
