 24-04-2024 21:20:00, GPU temperature     ,GPU temperature 2   ,GPU usage           ,Power               ,Fan speed           ,Fan tachometer      ,CPU temperature     ,CPU usage           ,CPU power           ,Framerate           ,T outside (C ),T Exhaust (C ),T Internal (C )
 24-04-2024 21:22:24,49,59,79,112,49,2344,67,33.138,52.197,59.9,22.6,29.7,26.5
 24-04-2024 21:22:25,49,59,88,116,49,2345,67,29.944,48.336,59.9,22.6,29.7,26.5
 24-04-2024 21:22:26,48,57,77,105,49,2345,68,31.734,52.425,59.9,22.6,29.7,26.5
 24-04-2024 21:22:27,49,60,69,122,49,2346,68,33.357,51.286,58.9,22.6,29.7,26.5
 24-04-2024 21:22:28,49,60,70,119,49,2341,68,30.729,53.738,59.9,22.6,29.7,26.5
 24-04-2024 21:22:29,49,63,71,132,49,2333,68,32.736,52.021,59.9,22.6,29.7,26.5
 24-04-2024 21:22:30,49,64,68,132,49,2337,68,32.973,55.521,59.9,22.6,29.7,26.5
 24-04-2024 21:22:31,49,63,69,132,49,2339,70,33.503,53.568,59.9,22.6,29.7,26.5
 24-04-2024 21:22:32,50,62,72,129,49,2343,68,31.412,51.211,59.9,22.6,29.7,26.5
 24-04-2024 21:22:33,49,62,79,127,49,2340,66,32.241,54.359,59.9,22.6,29.7,26.5
 24-04-2024 21:22:34,49,58,75,116,49,2339,63,30.25,51.733,59.9,22.6,29.7,26.5
 24-04-2024 21:22:35,49,62,80,125,49,2340,69,26.111,46.384,59.9,22.6,29.7,26.5
 24-04-2024 21:22:36,49,61,89,124,49,2341,71,31.344,54.32,59.9,22.6,29.7,26.5
 24-04-2024 21:22:37,49,63,76,125,49,2340,70,31.955,54.592,59.9,22.6,29.7,26.5
 24-04-2024 21:22:38,50,61,82,124,49,2342,71,34.2,55.076,59.9,22.6,29.7,26.5
 24-04-2024 21:22:39,50,61,83,125,49,2343,69,35.896,53.68,59.9,22.6,29.7,26.5
 24-04-2024 21:22:40,48,54,66,84,49,2346,66,32.845,50.477,59.9,22.6,29.7,26.5
 24-04-2024 21:22:41,48,55,62,87,49,2350,64,29.94,42.44,59.9,22.6,29.7,26.5
